Shipment Number,Shipper,Consignee,Origin,Destination,Transhipments count,Sending Agent,Receiving Agent,Sales Rep,TEU,Incitement,Transport Mode,Direction,Shipment Type,ETD,ETA,ATD,ATA,Total Transit Days,Total Estimated Transit Days,Delay Days,Late/Early
SHP116643,Max Pharma Ltd,AmeriTech LLC,Mumbai,Paris,1,Greenline Agency,Gujarat Links,D. Sharma,1,DAP,Air,Export,Parcel,13-11-2024,16-11-2024,14-11-2024,18-11-2024,4,3,1,Late Arrival
SHP116644,Larsen & Toubro,Euro Retail GmbH,Tokyo,Nhava Sheva,2,FastShip Ocean,Kanto Broker,D. Sharma,1,FCA,Sea,Import,FCL,21-06-2025,23-07-2025,22-06-2025,29-07-2025,36,32,4,Late Arrival
SHP116645,ITC Ltd,ABC Imports Pvt Ltd,Oakland,Chennai,3,Pacific Marine,Ocean Bridge,S. Kumar,2,FCA,Sea,Import,FCL,11-09-2025,27-10-2025,11-09-2025,11-11-2025,56,46,10,Late Arrival
SHP116646,Adani Exports,Bharat Pharma Exports,Chennai,Antwerp,3,Value Carry Pvt Ltd,Kanto Broker,S. Kumar,1,FOB,Sea,Export,FCL,19-06-2025,07-07-2025,22-06-2025,23-07-2025,18,18,0,On Time
SHP116647,Godrej Agrovet,XYZ Automotives,Tokyo,Visakhapatnam,2,Greenline Agency,EuroLogistics,A. Joshi,1,FOB,Sea,Import,FCL,02-10-2025,26-10-2025,03-10-2025,02-11-2025,29,24,5,Late Arrival
SHP116648,Mahindra Agritech,Fresh Foods Inc,Hong Kong,Cochin,1,Greenline Agency,Bluedart Cargo,V. Sinha,1,FCA,Air,Import,Parcel,04-06-2025,05-06-2025,05-06-2025,07-06-2025,2,1,1,Late Arrival
SHP116649,Adani Exports,Global Traders LLP,Norfolk,Mumbai,3,Greenline Agency,EuroLogistics,S. Kumar,2,EXW,Sea,Import,FCL,29-03-2024,29-04-2024,01-04-2024,13-05-2024,36,31,5,Late Arrival
SHP116650,Max Pharma Ltd,ABC Imports Pvt Ltd,Tanger Med,Nhava Sheva,1,FastShip Ocean,Bluedart Cargo,M. Tandon,1,FCA,Sea,Import,FCL,01-10-2024,13-10-2024,04-10-2024,16-10-2024,12,12,0,On Time
SHP116651,ITC Ltd,Fresh Foods Inc,Tuticorin,Algeciras,1,Value Carry Pvt Ltd,Ocean Bridge,R. Goenka,2,DDP,Sea,Export,FCL,28-03-2024,04-04-2024,28-03-2024,06-04-2024,9,7,2,Late Arrival
SHP116652,Bharat Steel,Pacific Foods Ltd,Cochin,Salalah,1,Value Carry Pvt Ltd,EuroLogistics,M. Tandon,1,CIP,Sea,Export,FCL,02-09-2024,13-09-2024,02-09-2024,29-09-2024,27,11,16,Late Arrival
SHP116653,Adani Exports,AmeriTech LLC,Mumbai,Long Beach,3,FastShip Ocean,Gujarat Links,V. Sinha,2,FCA,Sea,Export,LCL,21-01-2024,23-02-2024,21-01-2024,20-03-2024,56,33,23,Late Arrival
SHP116654,Godrej Agrovet,ABC Imports Pvt Ltd,Kolkata,Algeciras,1,GT Air Express,Deko Freight,P. Desai,1,CIF,Sea,Export,LCL,14-05-2024,28-05-2024,15-05-2024,30-05-2024,15,14,1,Late Arrival
SHP116655,Marico Ltd,Euro Retail GmbH,Mundra,Chicago,1,GT Air Express,Deko Freight,V. Sinha,1,CIP,Air,Export,Parcel,20-03-2024,21-03-2024,22-03-2024,25-03-2024,3,1,2,Late Arrival
SHP116656,Marico Ltd,ABC Imports Pvt Ltd,Visakhapatnam,Hong Kong,1,Pacific Marine,Bengal Marine,D. Sharma,1,CIP,Air,Export,Parcel,21-10-2025,23-10-2025,21-10-2025,23-10-2025,2,2,0,On Time
SHP116657,Adani Exports,ABC Imports Pvt Ltd,Tuticorin,Miami,3,South Freight,Bluedart Cargo,V. Sinha,1,DDP,Sea,Export,LCL,16-07-2025,13-08-2025,17-07-2025,20-08-2025,30,28,2,Late Arrival
SHP116658,ITC Ltd,ABC Imports Pvt Ltd,Visakhapatnam,London,1,FastShip Ocean,Ocean Bridge,R. Goenka,1,CIF,Air,Export,Parcel,22-07-2024,23-07-2024,22-07-2024,24-07-2024,2,1,1,Late Arrival
SHP116659,Larsen & Toubro,Star Imports Ltd,Port Klang,Nhava Sheva,2,Greenline Agency,Bengal Marine,R. Goenka,2,FOB,Sea,Import,FCL,09-07-2025,27-07-2025,13-07-2025,08-08-2025,22,18,4,Late Arrival
SHP116660,Marico Ltd,Fresh Foods Inc,Nhava Sheva,Rotterdam,3,GT Air Express,Deko Freight,V. Sinha,4,CIP,Sea,Export,FCL,10-03-2026,24-03-2026,12-03-2026,30-03-2026,16,14,2,Late Arrival
SHP116661,Bharat Steel,Bharat Pharma Exports,Norfolk,Visakhapatnam,3,Shree Logi Agency,Bengal Marine,S. Kumar,4,EXW,Sea,Import,FCL,22-12-2025,22-01-2026,23-12-2025,15-02-2026,52,31,21,Late Arrival
SHP116662,Mahindra Agritech,Pacific Foods Ltd,Cochin,Felixstowe,3,FastShip Ocean,Gujarat Links,V. Sinha,1,FCA,Sea,Export,FCL,06-01-2026,26-01-2026,06-01-2026,16-02-2026,30,20,10,Late Arrival
SHP116663,Larsen & Toubro,Bharat Pharma Exports,Mundra,Rotterdam,3,Pacific Marine,Bluedart Cargo,A. Joshi,2,CIF,Sea,Export,FCL,30-12-2024,13-01-2025,06-01-2025,29-01-2025,20,14,6,Late Arrival
SHP116664,Reliance Exports,Fresh Foods Inc,Kaohsiung,Kolkata,2,South Freight,Bengal Marine,D. Sharma,1,FCA,Sea,Import,FCL,27-02-2026,25-03-2026,28-02-2026,01-04-2026,29,26,3,Late Arrival
SHP116665,Tata Motors Ltd,Bharat Pharma Exports,Yokohama,Chennai,2,Pacific Marine,Gujarat Links,A. Joshi,1,FCA,Sea,Import,FCL,28-03-2026,13-04-2026,28-03-2026,17-04-2026,19,16,3,Late Arrival
SHP116666,ITC Ltd,Bharat Pharma Exports,Chennai,Dallas,1,Greenline Agency,Kanto Broker,A. Joshi,1,FCA,Air,Export,Parcel,22-12-2024,23-12-2024,22-12-2024,23-12-2024,1,1,0,On Time
SHP116667,ITC Ltd,Pacific Foods Ltd,Baltimore,Mumbai,3,Pacific Marine,Bengal Marine,A. Joshi,1,DDP,Sea,Import,LCL,02-07-2025,29-07-2025,03-07-2025,13-08-2025,33,27,6,Late Arrival
SHP116668,Reliance Exports,ABC Imports Pvt Ltd,Mundra,Port Said,1,FastShip Ocean,Bengal Marine,D. Sharma,1,EXW,Sea,Export,LCL,28-10-2025,04-11-2025,29-10-2025,05-11-2025,7,7,0,On Time
SHP116669,Bharat Steel,Euro Retail GmbH,Nhava Sheva,Algeciras,1,Shree Logi Agency,Deko Freight,A. Joshi,2,FOB,Sea,Export,FCL,06-03-2024,16-03-2024,12-03-2024,25-03-2024,13,10,3,Late Arrival
SHP116670,Adani Exports,Star Imports Ltd,New York,Mumbai,3,Greenline Agency,Bengal Marine,D. Sharma,1,CIP,Sea,Import,LCL,05-07-2024,05-08-2024,06-07-2024,10-08-2024,30,31,-1,Early Arrival
SHP116671,Tata Motors Ltd,ABC Imports Pvt Ltd,Jebel Ali,Visakhapatnam,2,Shree Logi Agency,EuroLogistics,A. Joshi,1,CIF,Sea,Import,FCL,06-10-2024,27-10-2024,07-10-2024,10-11-2024,27,21,6,Late Arrival
SHP116672,Reliance Exports,AmeriTech LLC,Shanghai,Mumbai,2,Pacific Marine,Bengal Marine,M. Tandon,1,CIF,Sea,Import,FCL,26-04-2024,10-05-2024,27-04-2024,15-05-2024,17,14,3,Late Arrival
SHP116673,Godrej Agrovet,Global Traders LLP,Chennai,Ningbo,3,South Freight,Bluedart Cargo,R. Goenka,1,EXW,Sea,Export,FCL,23-06-2024,18-07-2024,27-06-2024,30-07-2024,26,25,1,Late Arrival
SHP116674,Marico Ltd,ABC Imports Pvt Ltd,Yokohama,Cochin,2,Pacific Marine,Gujarat Links,D. Sharma,1,EXW,Sea,Import,LCL,13-03-2026,07-04-2026,14-03-2026,17-04-2026,30,25,5,Late Arrival
SHP116675,ITC Ltd,Star Imports Ltd,Mumbai,Rotterdam,3,GT Air Express,Bengal Marine,V. Sinha,2,FCA,Sea,Export,FCL,07-02-2024,29-02-2024,08-02-2024,12-03-2024,30,22,8,Late Arrival
SHP116676,Reliance Exports,Global Traders LLP,Rotterdam,Chennai,3,Value Carry Pvt Ltd,Kanto Broker,M. Tandon,2,DDP,Sea,Import,LCL,26-02-2024,30-03-2024,27-02-2024,12-04-2024,40,33,7,Late Arrival
SHP116677,Godrej Agrovet,Euro Retail GmbH,Cochin,Norfolk,3,South Freight,Kanto Broker,R. Goenka,1,FCA,Sea,Export,FCL,12-03-2025,06-04-2025,13-03-2025,14-04-2025,27,25,2,Late Arrival
SHP116678,Reliance Exports,Star Imports Ltd,Mundra,Tanger Med,1,FastShip Ocean,Gujarat Links,S. Kumar,2,DAP,Sea,Export,FCL,26-09-2024,06-10-2024,29-09-2024,10-10-2024,11,10,1,Late Arrival
SHP116679,Larsen & Toubro,Bharat Pharma Exports,Mumbai,Felixstowe,3,GT Air Express,Deko Freight,D. Sharma,1,EXW,Sea,Export,FCL,31-01-2025,16-02-2025,01-02-2025,01-03-2025,20,16,4,Late Arrival
SHP116680,Tata Motors Ltd,Star Imports Ltd,Mundra,Norfolk,3,Pacific Marine,Kanto Broker,P. Desai,2,DAP,Sea,Export,FCL,24-08-2024,20-09-2024,25-08-2024,09-10-2024,32,27,5,Late Arrival
SHP116681,Bharat Steel,Fresh Foods Inc,Tuticorin,New York,2,Pacific Marine,Deko Freight,P. Desai,1,CIF,Air,Export,Parcel,06-03-2026,10-03-2026,06-03-2026,12-03-2026,6,4,2,Late Arrival
SHP116682,ITC Ltd,Pacific Foods Ltd,Tuticorin,Yokohama,3,GT Air Express,Gujarat Links,D. Sharma,2,CIF,Sea,Export,FCL,14-02-2024,05-03-2024,18-02-2024,26-03-2024,32,20,12,Late Arrival
SHP116683,ITC Ltd,Pacific Foods Ltd,Tokyo,Tuticorin,2,Pacific Marine,Bengal Marine,A. Joshi,1,DDP,Sea,Import,LCL,08-11-2025,30-11-2025,08-11-2025,07-12-2025,28,22,6,Late Arrival
SHP116684,ITC Ltd,ABC Imports Pvt Ltd,Port Klang,Nhava Sheva,2,South Freight,Kanto Broker,P. Desai,1,FCA,Sea,Import,FCL,17-02-2025,15-03-2025,04-03-2025,06-04-2025,32,26,6,Late Arrival
SHP116685,Marico Ltd,Star Imports Ltd,Salalah,Kolkata,1,Greenline Agency,Gujarat Links,M. Tandon,4,FCA,Sea,Import,FCL,12-02-2024,26-02-2024,17-02-2024,05-03-2024,17,14,3,Late Arrival
SHP116686,Larsen & Toubro,Global Traders LLP,Kolkata,Singapore,3,South Freight,Bengal Marine,R. Goenka,1,CIF,Sea,Export,FCL,23-02-2025,01-04-2025,23-02-2025,08-04-2025,42,37,5,Late Arrival
SHP116687,Adani Exports,Bharat Pharma Exports,Mundra,Felixstowe,3,FastShip Ocean,Bluedart Cargo,V. Sinha,2,DAP,Sea,Export,FCL,20-06-2025,12-07-2025,20-06-2025,27-07-2025,34,22,12,Late Arrival
SHP116688,Tata Motors Ltd,Bharat Pharma Exports,Baltimore,Tuticorin,3,South Freight,Deko Freight,R. Goenka,1,FCA,Sea,Import,FCL,20-05-2024,14-06-2024,22-05-2024,18-07-2024,54,25,29,Late Arrival
SHP116689,Max Pharma Ltd,AmeriTech LLC,Oakland,Nhava Sheva,3,Pacific Marine,Deko Freight,V. Sinha,2,DAP,Sea,Import,LCL,16-01-2026,09-02-2026,24-01-2026,10-03-2026,42,24,18,Late Arrival
SHP116690,ITC Ltd,AmeriTech LLC,Mumbai,Miami,3,South Freight,Gujarat Links,S. Kumar,1,DDP,Sea,Export,FCL,01-05-2025,01-06-2025,05-05-2025,14-06-2025,32,31,1,Late Arrival
SHP116691,ITC Ltd,XYZ Automotives,Colombo,Visakhapatnam,1,Value Carry Pvt Ltd,Bluedart Cargo,D. Sharma,1,CIF,Sea,Import,LCL,12-07-2025,28-07-2025,12-07-2025,02-08-2025,21,16,5,Late Arrival
SHP116692,Marico Ltd,ABC Imports Pvt Ltd,Dammam,Kolkata,2,Value Carry Pvt Ltd,Deko Freight,A. Joshi,1,DDP,Sea,Import,LCL,27-01-2024,14-02-2024,27-01-2024,19-02-2024,22,18,4,Late Arrival
SHP116693,ITC Ltd,Euro Retail GmbH,Visakhapatnam,Port Klang,3,FastShip Ocean,Kanto Broker,R. Goenka,1,DDP,Sea,Export,FCL,11-12-2025,06-01-2026,12-12-2025,11-01-2026,27,26,1,Late Arrival
SHP116694,Tata Motors Ltd,Bharat Pharma Exports,Tanjung Pelepas,Kolkata,2,Value Carry Pvt Ltd,Ocean Bridge,V. Sinha,4,FOB,Sea,Import,FCL,27-05-2025,30-06-2025,27-05-2025,03-07-2025,36,34,2,Late Arrival
SHP116695,Bharat Steel,Star Imports Ltd,Valencia,Chennai,3,South Freight,Bengal Marine,A. Joshi,1,DAP,Sea,Import,LCL,04-04-2025,15-05-2025,04-04-2025,30-05-2025,53,41,12,Late Arrival
SHP116696,Tata Motors Ltd,AmeriTech LLC,Miami,Mumbai,3,Shree Logi Agency,EuroLogistics,A. Joshi,1,CIP,Sea,Import,FCL,07-06-2025,09-07-2025,08-06-2025,24-07-2025,41,32,9,Late Arrival
SHP116697,Max Pharma Ltd,Sun Drug Co Ltd,Savannah,Nhava Sheva,3,Shree Logi Agency,EuroLogistics,P. Desai,1,CIF,Sea,Import,FCL,22-09-2024,24-10-2024,23-09-2024,01-11-2024,33,32,1,Late Arrival
SHP116698,Larsen & Toubro,Bharat Pharma Exports,Hong Kong,Tuticorin,2,Greenline Agency,Bengal Marine,S. Kumar,1,DDP,Sea,Import,FCL,06-11-2025,03-12-2025,12-11-2025,26-12-2025,30,27,3,Late Arrival
SHP116699,Reliance Exports,Bharat Pharma Exports,Algeciras,Cochin,1,Greenline Agency,Kanto Broker,R. Goenka,2,CIF,Sea,Import,FCL,03-02-2026,19-02-2026,03-02-2026,23-02-2026,20,16,4,Late Arrival
SHP116700,Marico Ltd,Global Traders LLP,Cochin,Shanghai,2,Greenline Agency,Bengal Marine,P. Desai,1,CIF,Sea,Export,FCL,24-01-2025,06-02-2025,24-01-2025,17-02-2025,19,13,6,Late Arrival
SHP116701,Reliance Exports,Global Traders LLP,Antwerp,Cochin,3,South Freight,Kanto Broker,V. Sinha,4,DAP,Sea,Import,FCL,28-03-2026,02-05-2026,29-03-2026,23-05-2026,50,35,15,Late Arrival
SHP116702,Mahindra Agritech,AmeriTech LLC,Mundra,Los Angeles,2,Shree Logi Agency,Ocean Bridge,V. Sinha,1,EXW,Air,Export,Parcel,04-10-2025,09-10-2025,05-10-2025,15-10-2025,10,5,5,Late Arrival
SHP116703,Bharat Steel,Bharat Pharma Exports,Paris,Cochin,1,South Freight,Deko Freight,D. Sharma,1,DDP,Air,Import,Parcel,19-12-2024,20-12-2024,20-12-2024,21-12-2024,1,1,0,On Time
SHP116704,Bharat Steel,Fresh Foods Inc,Cochin,Baltimore,3,Value Carry Pvt Ltd,Ocean Bridge,P. Desai,1,EXW,Sea,Export,FCL,12-12-2025,05-01-2026,13-12-2025,16-01-2026,27,24,3,Late Arrival
SHP116705,Larsen & Toubro,XYZ Automotives,Tuticorin,Port Klang,3,South Freight,Gujarat Links,D. Sharma,1,CIF,Sea,Export,FCL,16-06-2024,17-07-2024,20-06-2024,27-07-2024,31,31,0,On Time
SHP116706,Adani Exports,Global Traders LLP,Kaohsiung,Cochin,2,Greenline Agency,Kanto Broker,R. Goenka,1,EXW,Sea,Import,LCL,29-12-2025,11-01-2026,30-12-2025,01-02-2026,31,13,18,Late Arrival
SHP116707,Marico Ltd,AmeriTech LLC,Mundra,Tanger Med,1,South Freight,Gujarat Links,S. Kumar,1,CIP,Sea,Export,LCL,18-05-2024,03-06-2024,19-05-2024,05-06-2024,17,16,1,Late Arrival
SHP116708,Reliance Exports,Sun Drug Co Ltd,Salalah,Nhava Sheva,1,Value Carry Pvt Ltd,Bluedart Cargo,P. Desai,2,DDP,Sea,Import,FCL,10-03-2024,24-03-2024,13-03-2024,30-03-2024,17,14,3,Late Arrival
SHP116709,Mahindra Agritech,ABC Imports Pvt Ltd,Nhava Sheva,Hong Kong,1,Pacific Marine,Deko Freight,P. Desai,1,DDP,Air,Export,Parcel,29-01-2026,31-01-2026,30-01-2026,02-02-2026,3,2,1,Late Arrival
SHP116710,Adani Exports,Sun Drug Co Ltd,Nhava Sheva,Chicago,1,South Freight,Deko Freight,R. Goenka,1,FCA,Air,Export,Parcel,28-02-2024,29-02-2024,04-03-2024,05-03-2024,1,1,0,On Time
SHP116711,Marico Ltd,XYZ Automotives,Nhava Sheva,Oakland,3,FastShip Ocean,Bluedart Cargo,S. Kumar,1,FCA,Sea,Export,FCL,16-10-2024,13-11-2024,17-10-2024,21-11-2024,32,28,4,Late Arrival
SHP116712,Adani Exports,Global Traders LLP,Chennai,Jeddah,2,GT Air Express,EuroLogistics,R. Goenka,1,DDP,Sea,Export,FCL,25-12-2025,11-01-2026,25-12-2025,16-01-2026,20,17,3,Late Arrival
SHP116713,Godrej Agrovet,Bharat Pharma Exports,Long Beach,Visakhapatnam,3,Greenline Agency,Ocean Bridge,S. Kumar,1,FCA,Sea,Import,FCL,31-07-2024,04-09-2024,01-08-2024,25-09-2024,46,35,11,Late Arrival
SHP116714,Mahindra Agritech,Euro Retail GmbH,Colombo,Mumbai,1,Value Carry Pvt Ltd,Bluedart Cargo,A. Joshi,1,EXW,Sea,Import,LCL,10-02-2025,16-02-2025,11-02-2025,23-02-2025,12,6,6,Late Arrival
SHP116715,Max Pharma Ltd,XYZ Automotives,Chennai,Hong Kong,1,GT Air Express,Kanto Broker,D. Sharma,1,CIF,Air,Export,Parcel,26-12-2025,28-12-2025,27-12-2025,29-12-2025,2,2,0,On Time
SHP116716,Tata Motors Ltd,Star Imports Ltd,Norfolk,Nhava Sheva,3,Value Carry Pvt Ltd,EuroLogistics,A. Joshi,1,CIF,Sea,Import,FCL,15-09-2025,12-10-2025,17-09-2025,27-10-2025,38,27,11,Late Arrival
SHP116717,Bharat Steel,ABC Imports Pvt Ltd,Mumbai,Ningbo,3,Shree Logi Agency,Gujarat Links,R. Goenka,1,EXW,Sea,Export,FCL,14-03-2024,07-04-2024,14-03-2024,18-04-2024,31,24,7,Late Arrival
SHP116718,Reliance Exports,Fresh Foods Inc,Rotterdam,Mumbai,3,South Freight,Ocean Bridge,V. Sinha,2,FOB,Sea,Import,FCL,25-06-2024,27-07-2024,26-06-2024,11-08-2024,44,32,12,Late Arrival
SHP116719,Larsen & Toubro,Sun Drug Co Ltd,Visakhapatnam,Los Angeles,2,Greenline Agency,Deko Freight,A. Joshi,1,DAP,Air,Export,Parcel,26-01-2024,31-01-2024,26-01-2024,02-02-2024,5,5,0,On Time
SHP116720,Tata Motors Ltd,Global Traders LLP,Seattle,Mumbai,3,Greenline Agency,EuroLogistics,A. Joshi,1,FCA,Sea,Import,FCL,04-05-2024,08-06-2024,05-05-2024,11-07-2024,63,35,28,Late Arrival
SHP116721,ITC Ltd,Global Traders LLP,Tokyo,Mumbai,2,FastShip Ocean,Bluedart Cargo,M. Tandon,1,DDP,Air,Import,Parcel,07-07-2025,11-07-2025,07-07-2025,12-07-2025,5,4,1,Late Arrival
SHP116722,Bharat Steel,Global Traders LLP,New York,Tuticorin,3,Shree Logi Agency,EuroLogistics,A. Joshi,1,CIF,Sea,Import,FCL,27-01-2025,03-03-2025,28-01-2025,14-03-2025,43,35,8,Late Arrival
SHP116723,Adani Exports,Pacific Foods Ltd,Salalah,Tuticorin,1,Shree Logi Agency,EuroLogistics,V. Sinha,4,FOB,Sea,Import,LCL,23-09-2024,06-10-2024,24-09-2024,09-10-2024,15,13,2,Late Arrival
SHP116724,Adani Exports,AmeriTech LLC,Felixstowe,Mundra,3,Greenline Agency,EuroLogistics,M. Tandon,1,EXW,Sea,Import,FCL,26-01-2026,27-02-2026,27-01-2026,16-03-2026,44,32,12,Late Arrival
SHP116725,Tata Motors Ltd,ABC Imports Pvt Ltd,Tanger Med,Visakhapatnam,1,Pacific Marine,Bluedart Cargo,A. Joshi,1,CIP,Sea,Import,LCL,05-02-2026,19-02-2026,06-02-2026,23-02-2026,17,14,3,Late Arrival
SHP116726,Max Pharma Ltd,Euro Retail GmbH,Chennai,Sohar,2,Value Carry Pvt Ltd,Bluedart Cargo,S. Kumar,1,FOB,Sea,Export,LCL,22-11-2024,03-12-2024,25-11-2024,14-12-2024,15,11,4,Late Arrival
SHP116727,Max Pharma Ltd,XYZ Automotives,Visakhapatnam,Hong Kong,2,South Freight,Gujarat Links,V. Sinha,1,FOB,Sea,Export,FCL,26-03-2024,15-04-2024,27-03-2024,24-04-2024,26,20,6,Late Arrival
SHP116728,Godrej Agrovet,Bharat Pharma Exports,Cochin,Dammam,2,FastShip Ocean,Bluedart Cargo,D. Sharma,4,FOB,Sea,Export,FCL,11-02-2026,24-02-2026,16-02-2026,08-03-2026,19,13,6,Late Arrival
SHP116729,Larsen & Toubro,Sun Drug Co Ltd,Visakhapatnam,Oakland,3,Shree Logi Agency,EuroLogistics,P. Desai,4,CIP,Sea,Export,LCL,21-08-2025,22-09-2025,21-08-2025,02-10-2025,38,32,6,Late Arrival
SHP116730,Max Pharma Ltd,Euro Retail GmbH,Chennai,Singapore,3,Value Carry Pvt Ltd,Bluedart Cargo,P. Desai,4,DDP,Sea,Export,FCL,27-08-2025,24-09-2025,27-08-2025,05-10-2025,34,28,6,Late Arrival
SHP116731,Max Pharma Ltd,Star Imports Ltd,Mundra,Paris,1,GT Air Express,Gujarat Links,S. Kumar,1,FOB,Air,Export,Parcel,18-01-2025,21-01-2025,18-01-2025,21-01-2025,3,3,0,On Time
SHP116732,Marico Ltd,Global Traders LLP,Mundra,Antwerp,3,Pacific Marine,Kanto Broker,M. Tandon,2,FCA,Sea,Export,FCL,10-04-2024,11-05-2024,13-04-2024,22-05-2024,37,31,6,Late Arrival
SHP116733,Tata Motors Ltd,ABC Imports Pvt Ltd,Port Said,Mumbai,1,Shree Logi Agency,Kanto Broker,P. Desai,1,DAP,Sea,Import,FCL,25-04-2024,09-05-2024,25-04-2024,13-05-2024,18,14,4,Late Arrival
SHP116734,Godrej Agrovet,Sun Drug Co Ltd,Mumbai,Baltimore,3,Shree Logi Agency,Bluedart Cargo,P. Desai,1,CIP,Sea,Export,FCL,15-09-2025,09-10-2025,16-09-2025,22-10-2025,31,24,7,Late Arrival
SHP116735,Godrej Agrovet,Bharat Pharma Exports,Chennai,Yantian,2,FastShip Ocean,Kanto Broker,V. Sinha,2,CIF,Sea,Export,FCL,10-10-2025,25-10-2025,10-10-2025,01-11-2025,19,15,4,Late Arrival
SHP116736,Reliance Exports,ABC Imports Pvt Ltd,Cochin,Savannah,3,Greenline Agency,Deko Freight,D. Sharma,1,FOB,Sea,Export,FCL,16-05-2024,15-06-2024,16-05-2024,30-06-2024,36,30,6,Late Arrival
SHP116737,Reliance Exports,ABC Imports Pvt Ltd,Paris,Cochin,1,Greenline Agency,EuroLogistics,V. Sinha,1,FOB,Air,Import,Parcel,09-12-2024,11-12-2024,09-12-2024,11-12-2024,2,2,0,On Time
SHP116738,Marico Ltd,ABC Imports Pvt Ltd,Yantian,Mumbai,2,Shree Logi Agency,Bengal Marine,P. Desai,1,FOB,Sea,Import,LCL,03-05-2025,20-05-2025,06-05-2025,05-06-2025,24,17,7,Late Arrival
SHP116739,Godrej Agrovet,Star Imports Ltd,Visakhapatnam,Busan,2,South Freight,EuroLogistics,V. Sinha,1,CIF,Sea,Export,LCL,05-10-2025,23-10-2025,07-10-2025,06-11-2025,23,18,5,Late Arrival
SHP116740,Mahindra Agritech,AmeriTech LLC,Mumbai,Jeddah,2,Greenline Agency,Gujarat Links,M. Tandon,2,CIF,Sea,Export,FCL,11-09-2025,23-09-2025,11-09-2025,29-09-2025,14,12,2,Late Arrival
SHP116741,Godrej Agrovet,Euro Retail GmbH,Cochin,Seattle,3,Pacific Marine,Bengal Marine,M. Tandon,1,CIF,Sea,Export,LCL,24-10-2025,29-11-2025,25-10-2025,22-12-2025,54,36,18,Late Arrival
SHP116742,Godrej Agrovet,AmeriTech LLC,Mumbai,Gioia Tauro,1,GT Air Express,Deko Freight,M. Tandon,1,DDP,Sea,Export,FCL,16-06-2025,04-07-2025,17-06-2025,06-07-2025,19,18,1,Late Arrival
SHP116743,Tata Motors Ltd,AmeriTech LLC,Kolkata,Kaohsiung,3,Value Carry Pvt Ltd,Deko Freight,A. Joshi,1,CIP,Sea,Export,FCL,05-06-2024,22-06-2024,06-06-2024,13-07-2024,29,17,12,Late Arrival
SHP116744,Marico Ltd,Global Traders LLP,Cochin,Salalah,1,Shree Logi Agency,Ocean Bridge,D. Sharma,2,FOB,Sea,Export,LCL,20-01-2026,28-01-2026,20-01-2026,29-01-2026,9,8,1,Late Arrival
SHP116745,Mahindra Agritech,ABC Imports Pvt Ltd,Miami,Kolkata,3,Pacific Marine,Kanto Broker,M. Tandon,1,EXW,Sea,Import,FCL,26-01-2026,12-03-2026,27-01-2026,25-03-2026,53,45,8,Late Arrival
SHP116746,Adani Exports,Sun Drug Co Ltd,Valencia,Mundra,3,Greenline Agency,Bengal Marine,D. Sharma,2,EXW,Sea,Import,LCL,29-06-2025,03-08-2025,01-07-2025,14-08-2025,37,35,2,Late Arrival
SHP116747,Larsen & Toubro,ABC Imports Pvt Ltd,Mumbai,Singapore,3,Shree Logi Agency,Kanto Broker,D. Sharma,2,CIP,Sea,Export,FCL,23-05-2025,02-07-2025,26-05-2025,23-07-2025,55,40,15,Late Arrival
SHP116748,Larsen & Toubro,XYZ Automotives,Valencia,Tuticorin,3,Greenline Agency,Ocean Bridge,V. Sinha,2,DAP,Sea,Import,FCL,28-04-2025,29-05-2025,28-04-2025,11-06-2025,39,31,8,Late Arrival
SHP116749,Tata Motors Ltd,ABC Imports Pvt Ltd,Hamburg,Tuticorin,3,GT Air Express,Deko Freight,D. Sharma,1,EXW,Sea,Import,FCL,01-07-2025,27-07-2025,02-07-2025,15-08-2025,36,26,10,Late Arrival
SHP116750,Tata Motors Ltd,XYZ Automotives,Nhava Sheva,Port Klang,3,Shree Logi Agency,Kanto Broker,M. Tandon,1,FOB,Sea,Export,FCL,19-11-2024,16-12-2024,19-11-2024,28-12-2024,36,27,9,Late Arrival
SHP116751,Max Pharma Ltd,Bharat Pharma Exports,Nhava Sheva,Seattle,3,South Freight,EuroLogistics,M. Tandon,2,FOB,Sea,Export,FCL,07-05-2025,03-06-2025,09-05-2025,10-06-2025,28,27,1,Late Arrival
SHP116752,Mahindra Agritech,Bharat Pharma Exports,Mumbai,Charleston,3,South Freight,Deko Freight,R. Goenka,1,DDP,Sea,Export,FCL,01-06-2024,28-06-2024,01-06-2024,24-07-2024,49,27,22,Late Arrival
SHP116753,ITC Ltd,Bharat Pharma Exports,London,Cochin,1,South Freight,Gujarat Links,P. Desai,1,CIF,Air,Import,Parcel,12-06-2025,13-06-2025,12-06-2025,14-06-2025,2,1,1,Late Arrival
SHP116754,Tata Motors Ltd,Euro Retail GmbH,Mumbai,Tokyo,2,Shree Logi Agency,Kanto Broker,P. Desai,1,DDP,Air,Export,Parcel,14-05-2024,16-05-2024,14-05-2024,21-05-2024,7,2,5,Late Arrival
SHP116755,Godrej Agrovet,Bharat Pharma Exports,Nhava Sheva,Paris,1,Value Carry Pvt Ltd,Deko Freight,P. Desai,1,DDP,Air,Export,Parcel,23-04-2024,25-04-2024,23-04-2024,25-04-2024,2,2,0,On Time
