ShipmentID,Route No,LegNumber,WasRolled,RolloverReason,PaymentStatus,DocumentSubmitted,WeatherSeverity,PortCongestion,GeoRiskFlag,CarrierNotification,ExternalNewsImpact
SHP116751,R037272,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,Blank Sailing,TRUE
SHP116751,R037273,2,FALSE,NA,Paid,TRUE,Moderate,8,Strike,NA,TRUE
SHP116751,R037274,3,TRUE,Feeder Delay,Paid,TRUE,Moderate,9,NA,Blank Sailing,TRUE
SHP116752,R037275,1,TRUE,Late Document,Paid,TRUE,Moderate,3,NA,Blank Sailing,TRUE
SHP116752,R037276,2,FALSE,NA,Paid,TRUE,Low,2,NA,NA,FALSE
SHP116752,R037277,3,TRUE,Vessel Omission,Paid,TRUE,High,4,NA,Blank Sailing,TRUE
SHP116753,R037278,1,FALSE,NA,Paid,TRUE,Moderate,7,Embargo,NA,TRUE
SHP116754,R037279,1,TRUE,Hub Congestion,Pending,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP116754,R037280,2,TRUE,Feeder Delay,Pending,TRUE,Moderate,6,NA,Blank Sailing,TRUE
SHP116755,R037281,1,FALSE,NA,Paid,TRUE,Low,8,NA,NA,FALSE
SHP116756,R037282,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,Blank Sailing,TRUE
SHP116756,R037283,2,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP116756,R037284,3,TRUE,Feeder Delay,Paid,TRUE,Low,4,NA,Late Alert,FALSE
SHP116757,R037285,1,TRUE,Feeder Delay,Pending,TRUE,Moderate,6,Strike,Late Alert,TRUE
SHP116757,R037286,2,TRUE,Feeder Delay,Pending,TRUE,Low,7,NA,NA,FALSE
SHP116757,R037287,3,TRUE,Feeder Delay,Pending,TRUE,High,3,NA,Late Alert,TRUE
SHP116758,R037288,1,TRUE,Hub Congestion,Pending,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP116758,R037289,2,TRUE,Feeder Delay,Pending,TRUE,Low,7,NA,Late Alert,FALSE
SHP116758,R037290,3,TRUE,Feeder Delay,Pending,TRUE,Low,5,NA,Late Alert,FALSE
SHP116759,R037291,1,FALSE,NA,Paid,TRUE,High,5,NA,NA,TRUE
SHP116759,R037292,2,FALSE,NA,Paid,TRUE,Low,6,NA,NA,FALSE
SHP116760,R037293,1,FALSE,NA,Overdue,FALSE,Low,6,NA,NA,FALSE
SHP116760,R037294,2,TRUE,Feeder Delay,Overdue,FALSE,Low,7,NA,Late Alert,FALSE
SHP116761,R037295,1,FALSE,NA,Pending,TRUE,Low,8,Embargo,Late Alert,TRUE
SHP116761,R037296,2,TRUE,Late Document,Pending,TRUE,Low,8,NA,NA,FALSE
SHP116762,R037297,1,TRUE,Late Document,Paid,TRUE,Low,2,NA,Late Alert,FALSE
SHP116762,R037298,2,TRUE,Late Document,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP116763,R037299,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,3,NA,Late Alert,FALSE
SHP116763,R037300,2,FALSE,NA,Paid,TRUE,Low,7,NA,NA,FALSE
SHP116763,R037301,3,TRUE,Feeder Delay,Paid,TRUE,Low,8,NA,Blank Sailing,TRUE
SHP116764,R037302,1,TRUE,Feeder Delay,Paid,TRUE,Low,5,NA,Late Alert,FALSE
SHP116764,R037303,2,TRUE,Feeder Delay,Paid,TRUE,Moderate,6,NA,Late Alert,FALSE
SHP116765,R037304,1,TRUE,Late Document,Pending,FALSE,Low,2,NA,Late Alert,FALSE
SHP116765,R037305,2,TRUE,Feeder Delay,Pending,FALSE,Moderate,9,NA,Late Alert,TRUE
SHP116766,R037306,1,TRUE,Vessel Omission,Paid,TRUE,Moderate,6,NA,Late Alert,FALSE
SHP116766,R037307,2,FALSE,NA,Paid,TRUE,Low,8,NA,NA,FALSE
SHP116767,R037308,1,TRUE,Hub Congestion,Paid,TRUE,Low,5,NA,Blank Sailing,TRUE
SHP116767,R037309,2,FALSE,NA,Paid,TRUE,Low,5,NA,NA,TRUE
SHP116767,R037310,3,FALSE,NA,Paid,TRUE,Low,5,NA,NA,FALSE
SHP116768,R037311,1,FALSE,NA,Overdue,TRUE,Low,6,Protest,NA,TRUE
SHP116769,R037312,1,TRUE,Hub Congestion,Pending,TRUE,Low,5,NA,Late Alert,FALSE
SHP116769,R037313,2,TRUE,Hub Congestion,Pending,TRUE,High,9,NA,Late Alert,TRUE
SHP116769,R037314,3,TRUE,Feeder Delay,Pending,TRUE,Moderate,6,NA,Late Alert,FALSE
SHP116770,R037315,1,TRUE,Hub Congestion,Pending,TRUE,Moderate,9,NA,Blank Sailing,TRUE
SHP116770,R037316,2,TRUE,Carrier Overbooking,Pending,TRUE,Low,2,NA,Late Alert,FALSE
SHP116770,R037317,3,TRUE,Carrier Overbooking,Pending,TRUE,High,8,NA,Blank Sailing,TRUE
SHP116771,R037318,1,TRUE,Hub Congestion,Pending,TRUE,Moderate,9,NA,NA,TRUE
SHP116771,R037319,2,FALSE,NA,Pending,TRUE,Moderate,4,NA,NA,TRUE
SHP116772,R037320,1,TRUE,Late Document,Paid,FALSE,Low,8,NA,Blank Sailing,TRUE
SHP116772,R037321,2,TRUE,Carrier Overbooking,Paid,FALSE,Low,4,NA,Late Alert,FALSE
SHP116773,R037322,1,TRUE,Late Document,Paid,FALSE,High,8,NA,Late Alert,TRUE
SHP116774,R037323,1,TRUE,Hub Congestion,Paid,TRUE,High,5,Protest,Late Alert,TRUE
SHP116774,R037324,2,TRUE,Feeder Delay,Paid,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP116774,R037325,3,TRUE,Feeder Delay,Paid,TRUE,Moderate,8,Strike,Blank Sailing,TRUE
SHP116775,R037326,1,TRUE,Hub Congestion,Overdue,TRUE,Moderate,6,NA,Late Alert,FALSE
SHP116776,R037327,1,FALSE,NA,Overdue,TRUE,Low,6,NA,NA,FALSE
SHP116776,R037328,2,FALSE,NA,Overdue,TRUE,Low,3,NA,NA,FALSE
SHP116777,R037329,1,FALSE,NA,Pending,TRUE,Low,7,NA,NA,FALSE
SHP116777,R037330,2,TRUE,Carrier Overbooking,Pending,TRUE,Moderate,8,NA,Late Alert,FALSE
SHP116777,R037331,3,FALSE,NA,Pending,TRUE,Moderate,6,NA,NA,FALSE
SHP116778,R037332,1,FALSE,NA,Pending,TRUE,Low,7,NA,NA,FALSE
SHP116778,R037333,2,FALSE,NA,Pending,TRUE,Low,8,NA,NA,FALSE
SHP116778,R037334,3,TRUE,Feeder Delay,Pending,TRUE,Moderate,4,NA,Late Alert,FALSE
SHP116779,R037335,1,FALSE,NA,Paid,TRUE,Low,7,NA,NA,FALSE
SHP116779,R037336,2,TRUE,Feeder Delay,Paid,TRUE,Moderate,9,Embargo,NA,TRUE
SHP116780,R037337,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP116780,R037338,2,TRUE,Feeder Delay,Paid,TRUE,Moderate,3,NA,NA,FALSE
SHP116780,R037339,3,FALSE,NA,Paid,TRUE,Low,8,NA,NA,FALSE
SHP116781,R037340,1,TRUE,Late Document,Paid,TRUE,Low,6,NA,Late Alert,TRUE
SHP116781,R037341,2,TRUE,Feeder Delay,Paid,TRUE,Low,2,NA,Blank Sailing,TRUE
SHP116781,R037342,3,TRUE,Late Document,Paid,TRUE,Low,5,NA,Blank Sailing,TRUE
SHP116782,R037343,1,TRUE,Vessel Omission,Pending,TRUE,Low,5,NA,Late Alert,FALSE
SHP116782,R037344,2,TRUE,Feeder Delay,Pending,TRUE,Low,2,NA,Late Alert,FALSE
SHP116782,R037345,3,FALSE,NA,Pending,TRUE,Low,1,NA,NA,FALSE
SHP116783,R037346,1,TRUE,Carrier Overbooking,Paid,TRUE,Moderate,7,NA,Blank Sailing,TRUE
SHP116783,R037347,2,TRUE,Late Document,Paid,TRUE,Moderate,6,NA,Late Alert,FALSE
SHP116784,R037348,1,TRUE,Late Document,Overdue,TRUE,Moderate,7,NA,Blank Sailing,TRUE
SHP116785,R037349,1,TRUE,Hub Congestion,Paid,TRUE,High,10,NA,Late Alert,TRUE
SHP116786,R037350,1,TRUE,Hub Congestion,Paid,TRUE,High,10,NA,Late Alert,TRUE
SHP116786,R037351,2,TRUE,Carrier Overbooking,Paid,TRUE,Low,6,NA,Blank Sailing,TRUE
SHP116786,R037352,3,TRUE,Carrier Overbooking,Paid,TRUE,Low,5,NA,Late Alert,FALSE
SHP116787,R037353,1,FALSE,NA,Paid,TRUE,High,8,NA,NA,TRUE
SHP116788,R037354,1,TRUE,Hub Congestion,Paid,TRUE,Low,6,NA,NA,TRUE
SHP116788,R037355,2,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,NA,TRUE
SHP116788,R037356,3,TRUE,Feeder Delay,Paid,TRUE,Low,3,Embargo,NA,TRUE
SHP116789,R037357,1,TRUE,Late Document,Paid,FALSE,Moderate,3,Protest,NA,TRUE
SHP116789,R037358,2,TRUE,Feeder Delay,Paid,FALSE,Low,7,NA,Blank Sailing,TRUE
SHP116789,R037359,3,TRUE,Customs Hold,Paid,FALSE,Low,6,Military,Late Alert,TRUE
SHP116790,R037360,1,TRUE,Late Document,Pending,FALSE,Low,4,NA,Late Alert,FALSE
SHP116790,R037361,2,TRUE,Late Document,Pending,FALSE,Low,6,Strike,Late Alert,TRUE
SHP116790,R037362,3,FALSE,NA,Pending,FALSE,Moderate,7,NA,Late Alert,FALSE
SHP116791,R037363,1,TRUE,Late Document,Paid,FALSE,Moderate,9,NA,Late Alert,TRUE
SHP116791,R037364,2,TRUE,Hub Congestion,Paid,FALSE,Moderate,9,NA,Blank Sailing,TRUE
SHP116792,R037365,1,FALSE,NA,Paid,TRUE,Moderate,4,Embargo,Late Alert,TRUE
SHP116792,R037366,2,TRUE,Feeder Delay,Paid,TRUE,High,10,NA,Late Alert,TRUE
SHP116792,R037367,3,TRUE,Late Document,Paid,TRUE,Moderate,6,NA,NA,FALSE
SHP116793,R037368,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,7,NA,NA,TRUE
SHP116793,R037369,2,TRUE,Carrier Overbooking,Paid,TRUE,Low,8,NA,Late Alert,FALSE
SHP116793,R037370,3,FALSE,NA,Paid,TRUE,Low,8,NA,Late Alert,FALSE
SHP116794,R037371,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,Embargo,Blank Sailing,TRUE
SHP116794,R037372,2,TRUE,Feeder Delay,Paid,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP116794,R037373,3,FALSE,NA,Paid,TRUE,Low,6,NA,NA,FALSE
SHP116795,R037374,1,FALSE,NA,Paid,TRUE,Low,8,NA,NA,TRUE
SHP116795,R037375,2,TRUE,Late Document,Paid,TRUE,Low,5,NA,Late Alert,FALSE
SHP116795,R037376,3,FALSE,NA,Paid,TRUE,Low,3,NA,NA,FALSE
SHP116796,R037377,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,NA,TRUE
SHP116796,R037378,2,TRUE,Feeder Delay,Paid,TRUE,Low,2,NA,NA,FALSE
SHP116797,R037379,1,TRUE,Feeder Delay,Paid,TRUE,Low,6,NA,Late Alert,FALSE
SHP116798,R037380,1,TRUE,Late Document,Paid,FALSE,Moderate,5,NA,NA,FALSE
SHP116798,R037381,2,FALSE,NA,Paid,FALSE,Low,5,Military,Late Alert,TRUE
SHP116798,R037382,3,FALSE,NA,Paid,FALSE,Low,6,NA,NA,FALSE
SHP116799,R037383,1,TRUE,Late Document,Overdue,FALSE,High,10,NA,Blank Sailing,TRUE
SHP116799,R037384,2,TRUE,Feeder Delay,Overdue,FALSE,Low,5,NA,Late Alert,TRUE
SHP116800,R037385,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,7,NA,Blank Sailing,TRUE
SHP116800,R037386,2,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,NA,TRUE
SHP116800,R037387,3,FALSE,NA,Paid,TRUE,Moderate,5,NA,Late Alert,FALSE
SHP116801,R037388,1,TRUE,Feeder Delay,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP116801,R037389,2,FALSE,NA,Paid,TRUE,Moderate,7,NA,NA,FALSE
SHP116802,R037390,1,FALSE,NA,Paid,TRUE,Moderate,5,NA,Late Alert,FALSE
SHP116802,R037391,2,TRUE,Hub Congestion,Paid,TRUE,Low,6,NA,Late Alert,FALSE
SHP116802,R037392,3,TRUE,Feeder Delay,Paid,TRUE,Low,5,NA,Late Alert,FALSE
SHP116803,R037393,1,TRUE,Vessel Omission,Pending,TRUE,Moderate,4,NA,Late Alert,FALSE
SHP116804,R037394,1,FALSE,NA,Paid,TRUE,Low,4,NA,NA,FALSE
SHP116804,R037395,2,FALSE,NA,Paid,TRUE,Moderate,7,NA,NA,FALSE
SHP116804,R037396,3,TRUE,Feeder Delay,Paid,TRUE,Low,6,NA,Late Alert,FALSE
SHP116805,R037397,1,TRUE,Hub Congestion,Pending,TRUE,High,10,Protest,Blank Sailing,TRUE
SHP116805,R037398,2,TRUE,Feeder Delay,Pending,TRUE,Low,5,NA,Late Alert,FALSE
SHP116805,R037399,3,FALSE,NA,Pending,TRUE,Moderate,8,NA,NA,FALSE
SHP116806,R037400,1,TRUE,Feeder Delay,Paid,TRUE,High,6,NA,Blank Sailing,TRUE
SHP116806,R037401,2,TRUE,Feeder Delay,Paid,TRUE,Low,5,NA,Late Alert,FALSE
SHP116807,R037402,1,FALSE,NA,Paid,TRUE,Low,4,NA,NA,FALSE
SHP116807,R037403,2,FALSE,NA,Paid,TRUE,Moderate,5,NA,NA,FALSE
SHP116807,R037404,3,TRUE,Feeder Delay,Paid,TRUE,Low,4,NA,Late Alert,FALSE
SHP116808,R037405,1,FALSE,NA,Paid,TRUE,Low,6,NA,NA,FALSE
SHP116808,R037406,2,TRUE,Customs Hold,Paid,TRUE,Low,5,NA,Late Alert,FALSE
SHP116808,R037407,3,TRUE,Feeder Delay,Paid,TRUE,Low,6,NA,Late Alert,FALSE
SHP116809,R037408,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,NA,TRUE
SHP116810,R037409,1,FALSE,NA,Pending,TRUE,Low,7,NA,Late Alert,FALSE
SHP116810,R037410,2,TRUE,Customs Hold,Pending,TRUE,Moderate,8,NA,NA,FALSE
SHP116811,R037411,1,TRUE,Late Document,Paid,TRUE,High,6,NA,Late Alert,TRUE
SHP116811,R037412,2,TRUE,Feeder Delay,Paid,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP116811,R037413,3,TRUE,Customs Hold,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP116812,R037414,1,FALSE,NA,Paid,TRUE,Low,7,NA,NA,FALSE
SHP116813,R037415,1,TRUE,Vessel Omission,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP116813,R037416,2,TRUE,Late Document,Paid,TRUE,Low,5,Strike,NA,TRUE
SHP116813,R037417,3,TRUE,Feeder Delay,Paid,TRUE,Moderate,4,NA,NA,FALSE
SHP116814,R037418,1,FALSE,NA,Paid,FALSE,High,4,NA,NA,TRUE
SHP116814,R037419,2,TRUE,Feeder Delay,Paid,FALSE,High,4,NA,Late Alert,TRUE
SHP116814,R037420,3,TRUE,Vessel Omission,Paid,FALSE,Moderate,4,NA,Late Alert,FALSE
SHP116815,R037421,1,TRUE,Late Document,Paid,FALSE,High,10,NA,NA,TRUE
SHP116815,R037422,2,TRUE,Vessel Omission,Paid,FALSE,Low,7,NA,Late Alert,FALSE
SHP116816,R037423,1,TRUE,Late Document,Paid,FALSE,High,10,NA,NA,TRUE
SHP116817,R037424,1,TRUE,Late Document,Paid,TRUE,Moderate,5,NA,Late Alert,FALSE
SHP116817,R037425,2,TRUE,Feeder Delay,Paid,TRUE,High,10,NA,Late Alert,TRUE
SHP116817,R037426,3,FALSE,NA,Paid,TRUE,Low,6,NA,NA,FALSE
SHP116818,R037427,1,TRUE,Hub Congestion,Pending,TRUE,Moderate,9,Strike,Late Alert,TRUE
SHP116818,R037428,2,FALSE,NA,Pending,TRUE,Low,6,NA,NA,FALSE
SHP116818,R037429,3,TRUE,Vessel Omission,Pending,TRUE,Low,5,Embargo,Late Alert,TRUE
SHP116819,R037430,1,TRUE,Hub Congestion,Paid,TRUE,High,6,NA,Late Alert,TRUE
SHP116819,R037431,2,FALSE,NA,Paid,TRUE,Moderate,7,NA,NA,FALSE
SHP116820,R037432,1,TRUE,Carrier Overbooking,Pending,TRUE,Low,7,NA,Late Alert,FALSE
SHP116820,R037433,2,TRUE,Feeder Delay,Pending,TRUE,High,10,NA,Late Alert,TRUE
SHP116820,R037434,3,TRUE,Feeder Delay,Pending,TRUE,Low,6,NA,Blank Sailing,TRUE
SHP116821,R037435,1,TRUE,Vessel Omission,Paid,TRUE,Low,5,NA,NA,FALSE
SHP116822,R037436,1,TRUE,Hub Congestion,Overdue,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP116822,R037437,2,FALSE,NA,Overdue,TRUE,Moderate,7,NA,NA,FALSE
SHP116822,R037438,3,TRUE,Feeder Delay,Overdue,TRUE,Moderate,6,NA,Blank Sailing,TRUE
SHP116823,R037439,1,TRUE,Hub Congestion,Pending,TRUE,Low,7,NA,Late Alert,FALSE
SHP116823,R037440,2,TRUE,Hub Congestion,Pending,TRUE,High,10,NA,Late Alert,TRUE
SHP116824,R037441,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,6,NA,Blank Sailing,TRUE
SHP116825,R037442,1,TRUE,Vessel Omission,Paid,TRUE,Low,5,NA,Blank Sailing,TRUE
SHP116826,R037443,1,FALSE,NA,Paid,TRUE,Moderate,4,NA,NA,FALSE
SHP116826,R037444,2,FALSE,NA,Paid,TRUE,Low,8,NA,NA,FALSE
SHP116826,R037445,3,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,NA,TRUE
SHP116827,R037446,1,TRUE,Carrier Overbooking,Paid,TRUE,High,5,NA,Late Alert,TRUE
SHP116827,R037447,2,TRUE,Feeder Delay,Paid,TRUE,Low,1,NA,Blank Sailing,TRUE
SHP116827,R037448,3,FALSE,NA,Paid,TRUE,Low,5,NA,NA,FALSE
SHP116828,R037449,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,8,NA,Late Alert,FALSE
SHP116828,R037450,2,FALSE,NA,Paid,TRUE,Low,5,NA,NA,FALSE
SHP116828,R037451,3,TRUE,Hub Congestion,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP116829,R037452,1,FALSE,NA,Pending,TRUE,Moderate,5,Embargo,NA,TRUE
SHP116829,R037453,2,FALSE,NA,Pending,TRUE,Low,7,NA,NA,FALSE
SHP116829,R037454,3,TRUE,Customs Hold,Pending,TRUE,High,7,NA,Late Alert,TRUE
SHP116830,R037455,1,TRUE,Carrier Overbooking,Paid,TRUE,Moderate,4,NA,NA,FALSE
SHP116831,R037456,1,TRUE,Carrier Overbooking,Paid,TRUE,Moderate,5,NA,Late Alert,FALSE
SHP116831,R037457,2,TRUE,Vessel Omission,Paid,TRUE,Low,7,NA,Blank Sailing,TRUE
SHP116832,R037458,1,FALSE,NA,Paid,TRUE,High,5,NA,Blank Sailing,TRUE
SHP116832,R037459,2,TRUE,Hub Congestion,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP116832,R037460,3,FALSE,NA,Paid,TRUE,Low,5,NA,NA,FALSE
SHP116833,R037461,1,TRUE,Late Document,Pending,FALSE,Moderate,8,NA,NA,FALSE
SHP116833,R037462,2,TRUE,Late Document,Pending,FALSE,Low,7,NA,NA,FALSE
SHP116833,R037463,3,FALSE,NA,Pending,FALSE,Low,8,NA,Late Alert,FALSE
SHP116834,R037464,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP116834,R037465,2,TRUE,Feeder Delay,Paid,TRUE,Low,5,Protest,Late Alert,TRUE
SHP116835,R037466,1,TRUE,Carrier Overbooking,Paid,TRUE,High,7,NA,Late Alert,TRUE
SHP116835,R037467,2,FALSE,NA,Paid,TRUE,Low,4,NA,Late Alert,FALSE
SHP116836,R037468,1,FALSE,NA,Paid,TRUE,Low,3,NA,NA,FALSE
SHP116836,R037469,2,TRUE,Carrier Overbooking,Paid,TRUE,Low,8,NA,Late Alert,TRUE
SHP116837,R037470,1,FALSE,NA,Overdue,TRUE,Moderate,4,Strike,NA,TRUE
SHP116838,R037471,1,TRUE,Late Document,Paid,FALSE,Moderate,8,NA,Late Alert,FALSE
SHP116838,R037472,2,TRUE,Hub Congestion,Paid,FALSE,High,10,NA,Late Alert,TRUE
SHP116838,R037473,3,TRUE,Hub Congestion,Paid,FALSE,High,10,Embargo,Late Alert,TRUE
SHP116839,R037474,1,FALSE,NA,Paid,TRUE,Moderate,5,Military,NA,TRUE
SHP116840,R037475,1,TRUE,Late Document,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP116840,R037476,2,TRUE,Late Document,Paid,TRUE,Low,8,NA,Blank Sailing,TRUE
SHP116840,R037477,3,TRUE,Feeder Delay,Paid,TRUE,Low,5,NA,Late Alert,TRUE
SHP116841,R037478,1,FALSE,NA,Paid,TRUE,Moderate,6,Strike,NA,TRUE
SHP116842,R037479,1,TRUE,Hub Congestion,Paid,TRUE,High,10,NA,Late Alert,TRUE
SHP116843,R037480,1,FALSE,NA,Paid,TRUE,Moderate,6,NA,NA,FALSE
SHP116843,R037481,2,TRUE,Feeder Delay,Paid,TRUE,Moderate,5,NA,NA,FALSE
SHP116844,R037482,1,FALSE,NA,Paid,TRUE,Low,6,NA,NA,FALSE
SHP116844,R037483,2,TRUE,Feeder Delay,Paid,TRUE,Low,5,NA,NA,TRUE
SHP116845,R037484,1,FALSE,NA,Paid,TRUE,Low,5,NA,NA,FALSE
SHP116846,R037485,1,FALSE,NA,Paid,TRUE,Moderate,7,NA,NA,FALSE
SHP116847,R037486,1,TRUE,Customs Hold,Paid,TRUE,Moderate,8,NA,Late Alert,FALSE
SHP116847,R037487,2,TRUE,Feeder Delay,Paid,TRUE,Low,5,NA,Blank Sailing,TRUE
SHP116847,R037488,3,FALSE,NA,Paid,TRUE,Low,4,NA,NA,FALSE
SHP116848,R037489,1,TRUE,Vessel Omission,Paid,TRUE,Moderate,1,NA,Blank Sailing,TRUE
SHP116848,R037490,2,FALSE,NA,Paid,TRUE,Low,8,NA,NA,FALSE
SHP116849,R037491,1,TRUE,Late Document,Overdue,FALSE,Low,5,NA,Late Alert,FALSE
SHP116849,R037492,2,TRUE,Carrier Overbooking,Overdue,FALSE,Low,8,NA,NA,FALSE
SHP116849,R037493,3,TRUE,Hub Congestion,Overdue,FALSE,Moderate,9,NA,Late Alert,TRUE
SHP116850,R037494,1,TRUE,Hub Congestion,Paid,TRUE,High,6,NA,Late Alert,TRUE
SHP116850,R037495,2,FALSE,NA,Paid,TRUE,Low,5,NA,NA,FALSE
SHP116850,R037496,3,FALSE,NA,Paid,TRUE,High,7,NA,NA,TRUE
SHP116851,R037497,1,TRUE,Late Document,Paid,FALSE,Low,7,NA,Late Alert,FALSE
SHP116852,R037498,1,TRUE,Vessel Omission,Paid,TRUE,Low,8,NA,Late Alert,FALSE
SHP116853,R037499,1,TRUE,Hub Congestion,Pending,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP116854,R037500,1,FALSE,NA,Pending,TRUE,High,5,NA,NA,TRUE
SHP116855,R037501,1,TRUE,Late Document,Paid,FALSE,Moderate,9,NA,NA,TRUE
SHP116855,R037502,2,FALSE,NA,Paid,FALSE,Low,8,Strike,NA,TRUE
SHP116855,R037503,3,TRUE,Feeder Delay,Paid,FALSE,Low,7,NA,Blank Sailing,TRUE
SHP116856,R037504,1,TRUE,Hub Congestion,Overdue,TRUE,Moderate,9,NA,NA,TRUE
SHP116857,R037505,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,2,NA,Late Alert,FALSE
SHP116857,R037506,2,FALSE,NA,Paid,TRUE,Low,4,NA,NA,TRUE
SHP116858,R037507,1,TRUE,Carrier Overbooking,Paid,TRUE,Moderate,3,NA,Late Alert,FALSE
SHP116858,R037508,2,TRUE,Feeder Delay,Paid,TRUE,Low,4,Protest,Blank Sailing,TRUE
SHP116859,R037509,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,6,NA,Blank Sailing,TRUE
SHP116860,R037510,1,TRUE,Carrier Overbooking,Paid,TRUE,Moderate,4,NA,Blank Sailing,TRUE
SHP116861,R037511,1,FALSE,NA,Pending,TRUE,Low,6,NA,NA,FALSE
SHP116861,R037512,2,TRUE,Vessel Omission,Pending,TRUE,Moderate,5,NA,Blank Sailing,TRUE
SHP116862,R037513,1,TRUE,Hub Congestion,Overdue,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP116862,R037514,2,FALSE,NA,Overdue,TRUE,Moderate,8,NA,NA,FALSE
SHP116862,R037515,3,FALSE,NA,Overdue,TRUE,Moderate,6,NA,NA,FALSE
SHP116863,R037516,1,TRUE,Vessel Omission,Paid,TRUE,Low,8,NA,Blank Sailing,TRUE
SHP116863,R037517,2,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP116864,R037518,1,TRUE,Carrier Overbooking,Paid,TRUE,Moderate,8,NA,Late Alert,FALSE
SHP116865,R037519,1,TRUE,Hub Congestion,Paid,TRUE,Low,5,NA,NA,FALSE
SHP116865,R037520,2,TRUE,Hub Congestion,Paid,TRUE,High,10,Strike,Blank Sailing,TRUE
SHP116865,R037521,3,TRUE,Hub Congestion,Paid,TRUE,Low,8,NA,Late Alert,FALSE
SHP116866,R037522,1,TRUE,Customs Hold,Paid,TRUE,Moderate,5,NA,Late Alert,FALSE
SHP116867,R037523,1,TRUE,Late Document,Paid,TRUE,Moderate,8,NA,Late Alert,TRUE
SHP116867,R037524,2,TRUE,Feeder Delay,Paid,TRUE,High,4,NA,Late Alert,TRUE
SHP116867,R037525,3,TRUE,Vessel Omission,Paid,TRUE,Low,8,NA,Blank Sailing,TRUE
SHP116868,R037526,1,TRUE,Late Document,Overdue,FALSE,Low,5,Strike,Late Alert,TRUE
SHP116868,R037527,2,TRUE,Hub Congestion,Overdue,FALSE,Moderate,5,NA,Blank Sailing,TRUE
SHP116868,R037528,3,FALSE,NA,Overdue,FALSE,Moderate,5,Strike,Late Alert,TRUE
SHP116869,R037529,1,TRUE,Hub Congestion,Overdue,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP116869,R037530,2,FALSE,NA,Overdue,TRUE,Moderate,7,NA,NA,FALSE
SHP116870,R037531,1,FALSE,NA,Pending,FALSE,Low,6,NA,Blank Sailing,TRUE
SHP116870,R037532,2,FALSE,NA,Pending,FALSE,Moderate,2,NA,NA,FALSE
SHP116871,R037533,1,FALSE,NA,Pending,TRUE,Low,7,NA,NA,FALSE
SHP116871,R037534,2,TRUE,Feeder Delay,Pending,TRUE,Moderate,8,NA,Late Alert,FALSE
SHP116872,R037535,1,TRUE,Vessel Omission,Pending,TRUE,Low,6,NA,Late Alert,FALSE
SHP116872,R037536,2,TRUE,Feeder Delay,Pending,TRUE,Low,5,NA,Late Alert,FALSE
SHP116873,R037537,1,FALSE,NA,Paid,TRUE,Moderate,8,NA,NA,FALSE
SHP116874,R037538,1,TRUE,Late Document,Paid,FALSE,Low,6,NA,Late Alert,FALSE
SHP116874,R037539,2,TRUE,Feeder Delay,Paid,FALSE,Low,7,NA,Late Alert,FALSE
SHP116874,R037540,3,TRUE,Hub Congestion,Paid,FALSE,Moderate,7,NA,Late Alert,FALSE
SHP116875,R037541,1,FALSE,NA,Overdue,FALSE,High,6,NA,NA,TRUE
SHP116876,R037542,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,5,NA,Late Alert,FALSE
